,character,consonant,vowel,tone,segment1,segment2,mlabel,slabel,mlabel2,slabel2,freq,consonant1,vowel1,tone1,consonant2,vowel2,tone2
1065,挏,d,ong,4,扌,同,r,r,rhyming,rhyming,low,sh,ou,3,t,ong,2
1066,桐,t,ong,2,木,同,r,r,regular,regular,high,m,u,4,t,ong,2
1067,洞,d,ong,4,氵,同,r,r,rhyming,rhyming,high,sh,ui,3,t,ong,2
1068,眮,d,ong,4,目,同,r,r,rhyming,rhyming,low,m,u,4,t,ong,2
1069,粡,t,ong,2,米,同,r,r,regular,regular,rare,m,i,3,t,ong,2
1070,胴,d,ong,4,肉,同,r,r,rhyming,rhyming,high,r,ou,4,t,ong,2
1071,詷,t,ong,2,言,同,r,r,regular,regular,low,y,an,2,t,ong,2
1072,銅,t,ong,2,釒,同,r,r,regular,regular,low,j,in,1,t,ong,2
1073,駧,d,ong,4,馬,同,r,r,rhyming,rhyming,rare,m,a,3,t,ong,2
1074,鮦,t,ong,2,魚,同,r,r,regular,regular,rare,y,u,2,t,ong,2
1075,垢,g,ou,4,土,后,r,r,rhyming,rhyming,high,t,u,3,h,ou,4
1076,姤,g,ou,4,女,后,r,r,rhyming,rhyming,mid,n,v,3,h,ou,4
1077,缿,h,ou,4,缶,后,r,r,regular,regular,rare,f,ou,3,h,ou,4
1078,詬,g,ou,4,言,后,r,r,rhyming,rhyming,mid,y,an,2,h,ou,4
1079,侰,j,iong,3,亻,君,r,r,alliterating,alliterating,rare,r,en,2,j,un,1
1080,桾,j,un,1,木,君,r,r,regular,regular,rare,m,u,4,j,un,1
1081,涒,t,un,1,氵,君,r,r,rhyming,rhyming,low,sh,ui,3,j,un,1
1082,裙,q,un,2,衤,君,r,r,rhyming,rhyming,high,y,i,1,j,un,1
1083,輑,y,un,3,車,君,r,r,rhyming,rhyming,rare,ch,e,1,j,un,1
1084,啎,w,u,3,午,吾,r,l,regular,regular,rare,w,u,3,w,u,2
1085,唔,w,u,2,口,吾,r,r,regular,regular,high,k,ou,3,w,u,2
1086,悟,w,u,4,忄,吾,r,r,regular,regular,high,x,in,1,w,u,2
1087,晤,w,u,4,日,吾,r,r,regular,regular,high,r,i,4,w,u,2
1088,梧,w,u,2,木,吾,r,r,regular,regular,high,m,u,4,w,u,2
1089,浯,w,u,2,氵,吾,r,r,regular,regular,mid,sh,ui,3,w,u,2
1090,牾,w,u,2,牜,吾,r,r,regular,regular,mid,n,iu,2,w,u,2
1091,珸,w,u,2,王,吾,r,r,regular,regular,rare,w,ang,2,w,u,2
1092,語,y,u,3,言,吾,r,r,rhyming,rhyming,mid,y,an,2,w,u,2
1093,鋙,w,u,2,釒,吾,r,r,regular,regular,low,j,in,1,w,u,2
1094,齬,y,u,3,齒,吾,r,r,rhyming,rhyming,low,ch,i,3,w,u,2
1095,侶,l,v,3,亻,呂,r,r,regular,regular,mid,r,en,2,l,v,3
1096,絽,l,v,3,糸,呂,r,r,regular,regular,rare,m,i,4,l,v,3
1097,躳,g,ong,1,身,呂,r,l,radical,radical,rare,sh,en,1,l,v,3
1098,徎,ch,eng,3,彳,呈,r,r,regular,regular,rare,ch,i,4,ch,eng,2
1099,桯,t,ing,1,木,呈,r,r,radical,radical,low,m,u,4,ch,eng,2
1100,程,ch,eng,2,禾,呈,r,r,regular,regular,high,h,e,2,ch,eng,2
1101,裎,ch,eng,2,衤,呈,r,r,regular,regular,mid,y,i,1,ch,eng,2
1102,酲,ch,eng,2,酉,呈,r,r,regular,regular,mid,y,ou,3,ch,eng,2
1103,晧,h,ao,4,日,告,r,r,rhyming,rhyming,mid,r,i,4,g,ao,4
1104,梏,g,u,4,木,告,r,r,alliterating,alliterating,mid,m,u,4,g,ao,4
1105,浩,h,ao,4,氵,告,r,r,rhyming,rhyming,high,sh,ui,3,g,ao,4
1106,牿,g,u,4,牜,告,r,r,alliterating,alliterating,low,n,iu,2,g,ao,4
1107,皓,h,ao,4,白,告,r,r,rhyming,rhyming,high,b,ai,2,g,ao,4
1108,祰,g,ao,4,礻,告,r,r,regular,regular,low,sh,i,4,g,ao,4
1109,艁,z,ao,4,舟,告,r,r,rhyming,rhyming,rare,zh,ou,1,g,ao,4
1110,誥,g,ao,4,言,告,r,r,regular,regular,low,y,an,2,g,ao,4
1111,酷,k,u,4,酉,告,r,r,radical,radical,high,y,ou,3,g,ao,4
1112,倜,t,i,4,亻,周,r,l,radical,radical,high,r,en,2,zh,ou,1
1113,凋,d,iao,1,冫,周,r,r,radical,radical,high,b,ing,1,zh,ou,1
1114,啁,zh,ou,1,口,周,r,r,regular,regular,mid,k,ou,3,zh,ou,1
1115,婤,zh,ou,1,女,周,r,r,regular,regular,rare,n,v,3,zh,ou,1
1116,惆,ch,ou,2,忄,周,r,r,rhyming,rhyming,high,x,in,1,zh,ou,1
1117,椆,ch,ou,2,木,周,r,r,rhyming,rhyming,rare,m,u,4,zh,ou,1
1118,琱,d,iao,1,王,周,r,r,radical,radical,low,w,ang,2,zh,ou,1
1119,禂,d,ao,3,礻,周,r,r,radical,radical,low,sh,i,4,zh,ou,1
1120,稠,ch,ou,2,禾,周,r,r,rhyming,rhyming,high,h,e,2,zh,ou,1
1121,綢,ch,ou,2,糸,周,r,r,rhyming,rhyming,low,m,i,4,zh,ou,1
1122,蜩,t,iao,2,虫,周,r,r,radical,radical,mid,ch,ong,2,zh,ou,1
1123,裯,ch,ou,2,衤,周,r,r,rhyming,rhyming,low,y,i,1,zh,ou,1
1124,調,d,iao,4,言,周,r,r,radical,radical,mid,y,an,2,zh,ou,1
1125,輖,zh,ou,1,車,周,r,r,regular,regular,rare,ch,e,1,zh,ou,1
1126,錭,t,ao,2,釒,周,r,r,radical,radical,rare,j,in,1,zh,ou,1
1127,鯛,d,iao,1,魚,周,r,r,radical,radical,low,y,u,2,zh,ou,1
1128,掊,p,ou,2,扌,咅,r,r,regular,regular,mid,sh,ou,3,p,ou,4
1129,棓,p,ou,3,木,咅,r,r,regular,regular,low,m,u,4,p,ou,4
1130,殕,f,ou,3,歹,咅,r,r,rhyming,rhyming,rare,d,ai,3,p,ou,4
1131,碚,b,ei,4,石,咅,r,r,radical,radical,mid,sh,i,2,p,ou,4
1132,賠,p,ei,2,貝,咅,r,l,alliterating,rhyming,low,b,ei,4,p,ou,4
1133,陪,p,ei,2,阝,咅,r,r,alliterating,alliterating,high,f,u,4,p,ou,4
1134,揖,y,i,1,扌,咠,r,r,rhyming,rhyming,high,sh,ou,3,q,i,4
1135,楫,j,i,2,木,咠,r,r,rhyming,rhyming,mid,m,u,4,q,i,4
1136,湒,j,i,2,氵,咠,r,r,rhyming,rhyming,rare,sh,ui,3,q,i,4
1137,緝,j,i,1,糸,咠,r,r,rhyming,rhyming,low,m,i,4,q,i,4
1138,輯,j,i,2,車,咠,r,r,rhyming,rhyming,low,ch,e,1,q,i,4
1139,鍓,j,i,2,釒,咠,r,r,rhyming,rhyming,rare,j,in,1,q,i,4
1140,愕,0,e,4,忄,咢,r,r,regular,regular,high,x,in,1,0,e,4
1141,諤,0,e,4,言,咢,r,r,regular,regular,mid,y,an,2,0,e,4
1142,鍔,0,e,4,釒,咢,r,r,regular,regular,high,j,in,1,0,e,4
1143,鰐,0,e,4,魚,咢,r,r,regular,regular,rare,y,u,2,0,e,4
1144,齶,0,e,4,齒,咢,r,r,regular,regular,low,ch,i,3,0,e,4
1145,喊,h,an,3,口,咸,r,l,radical,radical,high,k,ou,3,x,ian,2
1146,椷,j,ian,1,木,咸,r,r,rhyming,rhyming,rare,m,u,4,x,ian,2
1147,減,j,ian,3,氵,咸,r,r,rhyming,rhyming,low,sh,ui,3,x,ian,2
1148,緘,j,ian,1,糸,咸,r,r,rhyming,rhyming,low,m,i,4,x,ian,2
1149,諴,x,ian,2,言,咸,r,r,regular,regular,low,y,an,2,x,ian,2
1150,鍼,zh,en,1,釒,咸,r,l,radical,radical,mid,j,in,1,x,ian,2
1151,鰔,j,ian,3,魚,咸,r,r,rhyming,rhyming,rare,y,u,2,x,ian,2
1152,鹹,x,ian,2,鹵,咸,r,r,regular,regular,low,l,u,3,x,ian,2
1153,堝,g,uo,1,土,咼,r,l,radical,radical,mid,t,u,3,w,ai,1
1154,媧,w,a,1,女,咼,r,r,alliterating,alliterating,low,n,v,3,w,ai,1
1155,楇,h,uo,4,木,咼,r,l,radical,radical,rare,m,u,4,w,ai,1
1156,渦,w,o,1,氵,咼,r,r,alliterating,alliterating,low,sh,ui,3,w,ai,1
1157,禍,h,uo,4,礻,咼,r,l,radical,radical,mid,sh,i,4,w,ai,1
1158,緺,g,ua,1,糸,咼,r,l,radical,radical,low,m,i,4,w,ai,1
1159,蝸,g,ua,1,虫,咼,r,l,radical,radical,rare,ch,ong,2,w,ai,1
1160,諣,h,ua,4,言,咼,r,l,radical,radical,rare,y,an,2,w,ai,1
1161,鍋,g,uo,1,釒,咼,r,l,radical,radical,low,j,in,1,w,ai,1
1162,騧,g,ua,1,馬,咼,r,l,radical,radical,low,m,a,3,w,ai,1
1163,愪,y,un,2,忄,員,r,r,alliterating,alliterating,rare,x,in,1,y,uan,2
1164,損,s,un,3,扌,員,r,l,radical,radical,mid,sh,ou,3,y,uan,2
1165,殞,y,un,3,歹,員,r,r,alliterating,alliterating,low,d,ai,3,y,uan,2
1166,溳,y,un,2,氵,員,r,r,alliterating,alliterating,rare,sh,ui,3,y,uan,2
1167,磒,y,un,3,石,員,r,r,alliterating,alliterating,low,sh,i,2,y,uan,2
1168,縜,y,un,2,糸,員,r,r,alliterating,alliterating,rare,m,i,4,y,uan,2
1169,隕,y,un,3,阝,員,r,r,alliterating,alliterating,low,f,u,4,y,uan,2
1170,韻,y,un,4,音,員,r,l,alliterating,alliterating,low,y,in,1,y,uan,2
1171,塘,t,ang,2,土,唐,r,r,regular,regular,high,t,u,3,t,ang,2
1172,溏,t,ang,2,氵,唐,r,r,regular,regular,mid,sh,ui,3,t,ang,2
1173,糖,t,ang,2,米,唐,r,r,regular,regular,high,m,i,3,t,ang,2
1174,僐,sh,an,4,亻,善,r,r,regular,regular,rare,r,en,2,sh,an,4
1175,嫸,zh,an,3,女,善,r,r,rhyming,rhyming,rare,n,v,3,sh,an,4
1176,繕,sh,an,4,糸,善,r,r,regular,regular,low,m,i,4,sh,an,4
1177,膳,sh,an,4,肉,善,r,r,regular,regular,high,r,ou,4,sh,an,4
1178,僖,x,i,1,亻,喜,r,r,regular,regular,mid,r,en,2,x,i,3
1179,嬉,x,i,1,女,喜,r,r,regular,regular,high,n,v,3,x,i,3
1180,瞦,x,i,1,目,喜,r,r,regular,regular,rare,m,u,4,x,i,3
1181,禧,x,i,3,礻,喜,r,r,regular,regular,high,sh,i,4,x,i,3
1182,糦,x,i,1,米,喜,r,r,regular,regular,low,m,i,3,x,i,3
1183,譆,x,i,1,言,喜,r,r,regular,regular,rare,y,an,2,x,i,3
1184,饎,ch,i,4,飠,喜,r,r,rhyming,rhyming,rare,sh,i,2,x,i,3
1185,鱚,x,i,3,魚,喜,r,r,regular,regular,rare,y,u,2,x,i,3
1186,僑,q,iao,2,亻,喬,r,r,regular,regular,low,r,en,2,q,iao,2
1187,嬌,j,iao,1,女,喬,r,r,rhyming,rhyming,mid,n,v,3,q,iao,2
1188,嶠,j,iao,4,山,喬,r,r,rhyming,rhyming,mid,sh,an,1,q,iao,2
1189,撟,j,iao,3,扌,喬,r,r,rhyming,rhyming,rare,sh,ou,3,q,iao,2
1190,橋,q,iao,2,木,喬,r,r,regular,regular,mid,m,u,4,q,iao,2
1191,獢,x,iao,1,犭,喬,r,r,rhyming,rhyming,rare,q,uan,3,q,iao,2
1192,矯,j,iao,3,矢,喬,r,r,rhyming,rhyming,low,sh,i,3,q,iao,2
1193,繑,q,iao,1,糸,喬,r,r,regular,regular,rare,m,i,4,q,iao,2
1194,蟜,j,iao,3,虫,喬,r,r,rhyming,rhyming,mid,ch,ong,2,q,iao,2
1195,轎,j,iao,4,車,喬,r,r,rhyming,rhyming,low,ch,e,1,q,iao,2
1196,鐈,q,iao,2,釒,喬,r,r,regular,regular,rare,j,in,1,q,iao,2
1197,驕,j,iao,1,馬,喬,r,r,rhyming,rhyming,low,m,a,3,q,iao,2
1198,僤,d,an,4,亻,單,r,r,regular,regular,low,r,en,2,d,an,1
1199,嘽,t,an,1,口,單,r,r,rhyming,rhyming,low,k,ou,3,d,an,1
1200,墠,sh,an,4,土,單,r,r,rhyming,rhyming,low,t,u,3,d,an,1
1201,奲,d,uo,3,奢,單,r,r,alliterating,alliterating,rare,sh,e,1,d,an,1
1202,嬋,ch,an,2,女,單,r,r,rhyming,rhyming,high,n,v,3,d,an,1
1203,幝,ch,an,3,巾,單,r,r,rhyming,rhyming,low,j,in,1,d,an,1
1204,彈,d,an,4,弓,單,r,r,regular,regular,mid,g,ong,1,d,an,1
1205,憚,d,an,4,忄,單,r,r,regular,regular,low,x,in,1,d,an,1
1206,撣,d,an,3,扌,單,r,r,regular,regular,low,sh,ou,3,d,an,1
1207,樿,zh,an,3,木,單,r,r,rhyming,rhyming,rare,m,u,4,d,an,1
1208,殫,d,an,1,歹,單,r,r,regular,regular,mid,d,ai,3,d,an,1
1209,燀,ch,an,3,火,單,r,r,rhyming,rhyming,rare,h,uo,3,d,an,1
1210,禪,ch,an,2,礻,單,r,r,rhyming,rhyming,low,sh,i,4,d,an,1
1211,繟,ch,an,3,糸,單,r,r,rhyming,rhyming,rare,m,i,4,d,an,1
1212,蟬,ch,an,2,虫,單,r,r,rhyming,rhyming,low,ch,ong,2,d,an,1
1213,襌,d,an,1,衤,單,r,r,regular,regular,mid,y,i,1,d,an,1
1214,觶,zh,i,4,角,單,r,l,radical,radical,mid,j,iao,3,d,an,1
1215,貚,t,an,2,豸,單,r,r,rhyming,rhyming,rare,zh,i,4,d,an,1
1216,驒,t,uo,2,馬,單,r,r,radical,radical,low,m,a,3,d,an,1
1217,鱓,sh,an,4,魚,單,r,r,rhyming,rhyming,low,y,u,2,d,an,1
1218,幧,q,iao,1,巾,喿,r,r,radical,radical,rare,j,in,1,s,ao,4
1219,懆,c,ao,3,忄,喿,r,r,rhyming,rhyming,low,x,in,1,s,ao,4
1220,操,c,ao,1,扌,喿,r,r,rhyming,rhyming,high,sh,ou,3,s,ao,4
1221,橾,sh,u,1,木,喿,r,l,radical,rhyming,low,m,u,4,s,ao,4
1222,澡,z,ao,3,氵,喿,r,r,rhyming,rhyming,high,sh,ui,3,s,ao,4
1223,燥,z,ao,4,火,喿,r,r,rhyming,rhyming,high,h,uo,3,s,ao,4
1224,璪,z,ao,3,王,喿,r,r,rhyming,rhyming,low,w,ang,2,s,ao,4
1225,繰,z,ao,3,糸,喿,r,r,rhyming,rhyming,low,m,i,4,s,ao,4
1226,臊,s,ao,1,肉,喿,r,r,regular,regular,high,r,ou,4,s,ao,4
1227,譟,z,ao,4,言,喿,r,r,rhyming,rhyming,low,y,an,2,s,ao,4
1228,髞,z,ao,4,高,喿,l,r,rhyming,rhyming,low,g,ao,1,s,ao,4
1229,鱢,s,ao,1,魚,喿,r,r,regular,regular,rare,y,u,2,s,ao,4
1230,檣,q,iang,2,木,嗇,r,r,radical,radical,low,m,u,4,s,e,4
1231,濇,s,e,4,氵,嗇,r,r,regular,regular,rare,sh,ui,3,s,e,4
1232,牆,q,iang,2,爿,嗇,r,l,radical,regular,mid,q,iang,2,s,e,4
1233,穡,s,e,4,禾,嗇,r,r,regular,regular,mid,h,e,2,s,e,4
1234,艢,t,an,2,舟,嗇,r,l,radical,radical,rare,zh,ou,1,s,e,4
1235,轖,s,e,4,車,嗇,r,r,regular,regular,rare,ch,e,1,s,e,4
1236,呬,x,i,4,口,四,r,r,rhyming,rhyming,rare,k,ou,3,s,i,4
1237,柶,s,i,4,木,四,r,r,regular,regular,rare,m,u,4,s,i,4
1238,泗,s,i,4,氵,四,r,r,regular,regular,high,sh,ui,3,s,i,4
1239,牭,s,i,4,牜,四,r,r,regular,regular,rare,n,iu,2,s,i,4
1240,駟,s,i,4,馬,四,r,r,regular,regular,low,m,a,3,s,i,4
1241,咽,y,an,1,口,因,r,r,alliterating,alliterating,high,k,ou,3,y,in,1
1242,姻,y,in,1,女,因,r,r,regular,regular,high,n,v,3,y,in,1
1243,洇,y,in,1,氵,因,r,r,regular,regular,mid,sh,ui,3,y,in,1
1244,烟,y,an,1,火,因,r,r,alliterating,alliterating,high,h,uo,3,y,in,1
1245,鞇,y,in,1,革,因,r,r,regular,regular,rare,g,e,2,y,in,1
1246,駰,y,in,1,馬,因,r,r,regular,regular,rare,m,a,3,y,in,1
1247,個,g,e,4,亻,固,r,r,alliterating,alliterating,high,r,en,2,g,u,4
1248,凅,g,u,4,冫,固,r,r,regular,regular,mid,b,ing,1,g,u,4
1249,婟,h,u,4,女,固,r,r,rhyming,rhyming,rare,n,v,3,g,u,4
1250,棝,g,u,4,木,固,r,r,regular,regular,low,m,u,4,g,u,4
1251,涸,h,e,2,氵,固,r,r,radical,radical,high,sh,ui,3,g,u,4
1252,錮,g,u,4,釒,固,r,r,regular,regular,rare,j,in,1,g,u,4
1253,幗,g,uo,2,巾,國,r,r,regular,regular,rare,j,in,1,g,uo,2
1254,摑,g,uo,2,扌,國,r,r,regular,regular,low,sh,ou,3,g,uo,2
1255,槶,k,ui,4,木,國,r,r,radical,radical,rare,m,u,4,g,uo,2
1256,膕,g,uo,2,肉,國,r,r,regular,regular,rare,r,ou,4,g,uo,2
1257,蟈,g,uo,1,虫,國,r,r,regular,regular,high,ch,ong,2,g,uo,2
1258,吐,t,u,3,口,土,r,r,regular,regular,high,k,ou,3,t,u,3
1259,杜,d,u,4,木,土,r,r,rhyming,rhyming,high,m,u,4,t,u,3
1260,牡,m,u,3,牜,土,r,r,rhyming,rhyming,high,n,iu,2,t,u,3
1261,社,sh,e,4,礻,土,r,l,radical,alliterating,high,sh,i,4,t,u,3
1262,肚,d,u,4,肉,土,r,r,rhyming,rhyming,high,r,ou,4,t,u,3
1263,佳,j,ia,1,亻,圭,r,l,radical,radical,high,r,en,2,g,ui,1
1264,哇,w,a,1,口,圭,r,r,radical,radical,high,k,ou,3,g,ui,1
1265,娃,w,a,2,女,圭,r,r,radical,radical,high,n,v,3,g,ui,1
1266,挂,g,ua,4,扌,圭,r,r,alliterating,alliterating,high,sh,ou,3,g,ui,1
1267,桂,g,ui,4,木,圭,r,r,regular,regular,high,m,u,4,g,ui,1
1268,洼,w,a,1,氵,圭,r,r,radical,radical,high,sh,ui,3,g,ui,1
1269,烓,w,ei,1,火,圭,r,r,radical,radical,low,h,uo,3,g,ui,1
1270,珪,g,ui,1,王,圭,r,r,regular,regular,high,w,ang,2,g,ui,1
1271,畦,q,i,2,田,圭,r,r,radical,radical,mid,t,ian,2,g,ui,1
1272,眭,s,ui,1,目,圭,r,r,rhyming,rhyming,mid,m,u,4,g,ui,1
1273,硅,g,ui,1,石,圭,r,r,regular,regular,high,sh,i,2,g,ui,1
1274,絓,g,ua,4,糸,圭,r,r,alliterating,alliterating,rare,m,i,4,g,ui,1
1275,蛙,w,a,1,虫,圭,r,r,radical,radical,high,ch,ong,2,g,ui,1
1276,袿,g,ui,1,衤,圭,r,r,regular,regular,low,y,i,1,g,ui,1
1277,觟,h,ua,4,角,圭,r,l,radical,radical,low,j,iao,3,g,ui,1
1278,詿,g,ua,4,言,圭,r,r,alliterating,alliterating,mid,y,an,2,g,ui,1
1279,鞋,x,ie,2,革,圭,r,r,radical,radical,high,g,e,2,g,ui,1
1280,鮭,g,ui,1,魚,圭,r,r,regular,regular,low,y,u,2,g,ui,1
1281,黊,x,i,1,黄,圭,r,r,radical,radical,rare,h,uang,2,g,ui,1
1282,淕,l,u,4,氵,坴,r,r,alliterating,alliterating,rare,sh,ui,3,l,iu,4
1283,睦,m,u,4,目,坴,r,l,radical,regular,high,m,u,4,l,iu,4
1284,稑,l,u,4,禾,坴,r,r,alliterating,alliterating,low,h,e,2,l,iu,4
1285,陸,l,u,4,阝,坴,r,l,alliterating,rhyming,mid,f,u,4,l,iu,4
1286,娷,sh,ui,4,女,垂,r,r,rhyming,rhyming,rare,n,v,3,ch,ui,2
1287,涶,t,uo,1,氵,垂,r,r,radical,radical,low,sh,ui,3,ch,ui,2
1291,腄,ch,ui,2,肉,垂,r,r,regular,regular,mid,r,ou,4,ch,ui,2
1292,樘,t,ang,2,木,堂,r,r,regular,regular,mid,m,u,4,t,ang,2
1293,瞠,ch,eng,1,目,堂,r,l,radical,radical,high,m,u,4,t,ang,2
1294,螳,t,ang,2,虫,堂,r,r,regular,regular,high,ch,ong,2,t,ang,2
1295,鏜,t,ang,1,釒,堂,r,r,regular,regular,mid,j,in,1,t,ang,2
1296,慳,q,ian,1,忄,堅,r,r,rhyming,rhyming,low,x,in,1,j,ian,1
1297,摼,k,eng,1,扌,堅,r,l,radical,radical,rare,sh,ou,3,j,ian,1
1298,樫,j,ian,1,木,堅,r,r,regular,regular,mid,m,u,4,j,ian,1
1299,鏗,k,eng,1,釒,堅,r,l,radical,radical,low,j,in,1,j,ian,1
1300,鰹,j,ian,1,魚,堅,r,r,regular,regular,mid,y,u,2,j,ian,1
1301,僅,j,in,3,亻,堇,r,r,regular,regular,mid,r,en,2,j,in,3
1302,槿,j,in,3,木,堇,r,r,regular,regular,mid,m,u,4,j,in,3
1303,螼,q,in,3,虫,堇,r,r,rhyming,rhyming,rare,ch,ong,2,j,in,3
1304,饉,j,in,3,飠,堇,r,r,regular,regular,mid,sh,i,2,j,in,3
1305,僥,j,iao,3,亻,堯,r,l,radical,radical,low,r,en,2,y,ao,2
1306,嘵,x,iao,1,口,堯,r,l,radical,radical,mid,k,ou,3,y,ao,2
1307,嬈,r,ao,3,女,堯,r,l,rhyming,radical,low,n,v,3,y,ao,2
1308,嶢,y,ao,2,山,堯,r,r,regular,regular,rare,sh,an,1,y,ao,2
1309,撓,n,ao,2,扌,堯,r,l,rhyming,radical,low,sh,ou,3,y,ao,2
1310,曉,x,iao,3,日,堯,r,l,radical,radical,mid,r,i,4,y,ao,2
1311,橈,n,ao,2,木,堯,r,l,rhyming,radical,mid,m,u,4,y,ao,2
1312,澆,j,iao,1,氵,堯,r,l,radical,radical,low,sh,ui,3,y,ao,2
1313,燒,sh,ao,1,火,堯,r,l,rhyming,radical,mid,h,uo,3,y,ao,2
1314,獟,y,ao,4,犭,堯,r,r,regular,regular,rare,q,uan,3,y,ao,2
1315,皢,x,iao,3,白,堯,r,l,radical,radical,rare,b,ai,2,y,ao,2
1316,磽,q,iao,1,石,堯,r,l,radical,radical,mid,sh,i,2,y,ao,2
1317,繞,r,ao,4,糸,堯,r,l,rhyming,radical,mid,m,i,4,y,ao,2
1318,膮,x,iao,1,肉,堯,r,l,radical,radical,rare,r,ou,4,y,ao,2
1319,蟯,r,ao,2,虫,堯,r,l,rhyming,radical,mid,ch,ong,2,y,ao,2
1320,譊,n,ao,2,言,堯,r,r,rhyming,rhyming,rare,y,an,2,y,ao,2
1321,鐃,n,ao,2,釒,堯,r,l,rhyming,radical,mid,j,in,1,y,ao,2
1322,饒,r,ao,2,飠,堯,r,l,rhyming,radical,low,sh,i,2,y,ao,2
1323,驍,x,iao,1,馬,堯,r,l,radical,radical,rare,m,a,3,y,ao,2
1324,仕,sh,i,4,亻,士,r,r,regular,regular,high,r,en,2,sh,i,4
1325,壯,zh,uang,4,爿,士,r,l,radical,radical,mid,q,iang,2,sh,i,4
1326,任,r,en,4,亻,壬,r,r,regular,regular,high,r,en,2,r,en,2
1327,妊,r,en,4,女,壬,r,r,regular,regular,mid,n,v,3,r,en,2
1328,紝,r,en,4,糸,壬,r,r,regular,regular,mid,m,i,4,r,en,2
1329,衽,r,en,4,衤,壬,r,r,regular,regular,mid,y,i,1,r,en,2
1330,噎,y,e,1,口,壹,r,r,alliterating,alliterating,high,k,ou,3,y,i,1
1331,撎,y,i,4,扌,壹,r,r,regular,regular,rare,sh,ou,3,y,i,1
1332,曀,y,i,4,日,壹,r,r,regular,regular,low,r,i,4,y,i,1
1333,殪,y,i,4,歹,壹,r,r,regular,regular,mid,d,ai,3,y,i,1
1334,豷,y,i,4,豕,壹,r,r,regular,regular,low,sh,i,3,y,i,1
1335,饐,y,i,4,飠,壹,r,r,regular,regular,low,sh,i,2,y,i,1
1336,禱,d,ao,3,礻,壽,r,r,radical,radical,low,sh,i,4,sh,ou,4
1337,譸,zh,ou,1,言,壽,r,r,rhyming,rhyming,rare,y,an,2,sh,ou,4
1338,鑄,zh,u,4,釒,壽,r,l,radical,radical,mid,j,in,1,sh,ou,4
1339,隯,d,ao,3,阝,壽,r,r,radical,radical,rare,f,u,4,sh,ou,4
1340,栙,x,iang,2,木,夅,r,r,rhyming,rhyming,rare,m,u,4,j,iang,4
1341,洚,j,iang,4,氵,夅,r,r,regular,regular,low,sh,ui,3,j,iang,4
1342,絳,j,iang,4,糸,夅,r,r,regular,regular,low,m,i,4,j,iang,4
1343,降,j,iang,4,阝,夅,r,r,regular,regular,high,f,u,4,j,iang,4
1344,捀,f,eng,1,扌,夆,r,r,regular,regular,rare,sh,ou,3,f,eng,2
1345,烽,f,eng,1,火,夆,r,r,regular,regular,high,h,uo,3,f,eng,2
1346,蜂,f,eng,1,虫,夆,r,r,regular,regular,high,ch,ong,2,f,eng,2
1347,鋒,f,eng,1,釒,夆,r,r,regular,regular,mid,j,in,1,f,eng,2
1348,俊,j,un,4,亻,夋,r,r,rhyming,rhyming,high,r,en,2,q,un,1
1349,唆,s,uo,1,口,夋,r,l,radical,radical,high,k,ou,3,q,un,1
1350,峻,j,un,4,山,夋,r,r,rhyming,rhyming,high,sh,an,1,q,un,1
1351,悛,q,uan,1,忄,夋,r,r,alliterating,alliterating,mid,x,in,1,q,un,1
1352,捘,z,un,4,扌,夋,r,r,rhyming,rhyming,low,sh,ou,3,q,un,1
1353,晙,j,un,4,日,夋,r,r,rhyming,rhyming,low,r,i,4,q,un,1
1354,朘,j,uan,1,月,夋,r,r,radical,radical,mid,y,ue,4,q,un,1
1355,梭,s,uo,1,木,夋,r,r,radical,radical,high,m,u,4,q,un,1
1356,浚,j,un,4,氵,夋,r,r,rhyming,rhyming,high,sh,ui,3,q,un,1
1357,焌,j,un,4,火,夋,r,r,rhyming,rhyming,mid,h,uo,3,q,un,1
1358,畯,j,un,4,田,夋,r,r,rhyming,rhyming,low,t,ian,2,q,un,1
1359,竣,j,un,4,立,夋,r,r,rhyming,rhyming,high,l,i,4,q,un,1
1360,酸,s,uan,1,酉,夋,r,r,radical,radical,high,y,ou,3,q,un,1
1361,陖,x,un,4,阝,夋,r,r,rhyming,rhyming,rare,f,u,4,q,un,1
1362,餕,j,un,4,飠,夋,r,r,rhyming,rhyming,rare,sh,i,2,q,un,1
1363,駿,j,un,4,馬,夋,r,r,rhyming,rhyming,low,m,a,3,q,un,1
1364,鵔,x,un,4,鳥,夋,r,r,rhyming,rhyming,rare,n,iao,3,q,un,1
1365,凌,l,ing,2,冫,夌,r,r,regular,regular,high,b,ing,1,l,ing,2
1366,崚,l,eng,2,山,夌,r,r,alliterating,alliterating,mid,sh,an,1,l,ing,2
1367,掕,l,ing,4,扌,夌,r,r,regular,regular,low,sh,ou,3,l,ing,2
1368,棱,l,eng,2,木,夌,r,r,alliterating,alliterating,high,m,u,4,l,ing,2
1369,淩,l,ing,2,氵,夌,r,r,regular,regular,mid,sh,ui,3,l,ing,2
1370,狻,s,uan,1,犭,夌,r,l,radical,rhyming,mid,q,uan,3,l,ing,2
1371,稜,l,eng,2,禾,夌,r,r,alliterating,alliterating,mid,h,e,2,l,ing,2
1372,綾,l,ing,2,糸,夌,r,r,regular,regular,rare,m,i,4,l,ing,2
1373,陵,l,ing,2,阝,夌,r,r,regular,regular,high,f,u,4,l,ing,2
